id,name,pname,pcode,cityname,citycode,adname,adcode,tel,type,photos,timestamp,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84,大类,中类,小类
B0FFGJ7PUB,联安电子,山东省,370000,济宁市,537,任城区,370811,[],公司企业;公司企业;公司企业,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/b8c4f0f3ab1b72c69bea69d228e279dc'}]",2022-09-02T07:27:50,116.586617,35.433233,116.581324,35.43366601,公司企业,公司企业,公司企业
B0HU4MIFD8,清华新能源汽车,山东省,370000,济宁市,537,任城区,370811,18612346222,公司企业;公司;公司,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/a8e2d6eb056064df40caf11736364703'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/003f86f989d19f3870827e0a9f73bbc5'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/9424f9b782404719f1597d95930fcc9e'}]",2022-09-02T07:19:30,116.544712,35.424379,116.5393561,35.42476074,公司企业,公司,公司
B0FFGJ78CQ,文卿商贸有限公司,山东省,370000,济宁市,537,任城区,370811,[],公司企业;公司;公司,[],2022-09-02T06:50:07,116.582527,35.40052,116.5772352,35.40097733,公司企业,公司,公司
B0ID7RS0ZH,亿高装饰美·素设计工作室,山东省,370000,济宁市,537,梁山县,370832,[],公司企业;公司;广告装饰,[],2022-09-02T06:49:37,116.081184,35.784025,116.0753447,35.78390671,公司企业,公司,广告装饰
B0ID0A4Q3A,智华佳谊,山东省,370000,济宁市,537,汶上县,370830,[],公司企业;公司;公司,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/e438ebdce4bdd9367ae1c46cbeb06efb'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/6ddde47ba51641db9079cbbe444bfbaf'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/2744c626e42bb4fb81a85a967c1c6c1e'}]",2022-09-02T05:52:18,116.510336,35.706266,116.5048437,35.7063808,公司企业,公司,公司
B0HR0GREVF,农信通光伏发电(金祥新天地商业街店),山东省,370000,济宁市,537,嘉祥县,370829,[],公司企业;公司;公司,[],2022-09-02T05:21:55,116.363129,35.408974,116.35744,35.4090936,公司企业,公司,公司
B0IDLCDIBF,瑞特莱纳环境科技有限公司,山东省,370000,济宁市,537,嘉祥县,370829,17562766000;15554772999,公司企业;公司;公司,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/fee7c2d8b880e5602cf481d976ba7071'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/6623bce8e3d3b8a4cd09db4f9296c445'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/fab987de14c446095662e16948dc0c7b'}]",2022-09-02T05:10:56,116.438161,35.420068,116.4324739,35.42017622,公司企业,公司,公司
B0FFH309SE,舒雅奇沙发厂,山东省,370000,济宁市,537,梁山县,370832,[],公司企业;公司;冶金化工,[],2022-09-02T04:52:31,116.079469,35.813309,116.0736274,35.81318182,公司企业,公司,冶金化工
B0FFG4EZDJ,圣达石雕厂,山东省,370000,济宁市,537,曲阜市,370881,[],公司企业;工厂;工厂,[],2022-09-02T04:42:03,117.067256,35.52199,117.0612983,35.52200241,公司企业,工厂,工厂
B0H6YRAERE,润华雪佛兰(济宁高新区店),山东省,370000,济宁市,537,任城区,370811,0537-2988666,公司企业;公司;公司,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/4e501ebdb6074314e622ec708f25c3c4'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/5e8c420810ede1d3ca658962205c431f'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/e8d6f0cc5e6bc9333b7c6be8811e4cce'}]",2022-09-02T04:35:27,116.674665,35.438982,116.6692312,35.43931556,公司企业,公司,公司
B0IUKZHAQI,邹城进口货物集中监管仓,山东省,370000,济宁市,537,邹城市,370883,[],公司企业;公司;公司,[],2022-09-02T03:54:05,117.101445,35.300023,117.0954666,35.30019625,公司企业,公司,公司
B0IUNCDG87,山东得西普科技股份有限公司,山东省,370000,济宁市,537,邹城市,370883,[],公司企业;公司;公司,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/616212b337627f8929ef746d84169dae'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/8615a27eb972b5ef380b34fb56584dea'}]",2022-09-02T03:54:02,116.91822,35.425035,116.9127794,35.4254654,公司企业,公司,公司
B0IUKUY7EN,济宁诺鸣商贸有限公司,山东省,370000,济宁市,537,嘉祥县,370829,15269737927,公司企业;公司;商业贸易,[],2022-09-02T03:53:59,116.465519,35.437648,116.4598996,35.43779905,公司企业,公司,商业贸易
B0IUKU2TEG,济宁鑫宇农产品有限公司,山东省,370000,济宁市,537,任城区,370811,15263774055,公司企业;公司;公司,[],2022-09-02T03:53:55,116.513004,35.161857,116.5075767,35.16240518,公司企业,公司,公司
B0IUKSFU70,合强农贸公司,山东省,370000,济宁市,537,金乡县,370828,[],公司企业;公司;公司,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/aa16d978ef10e2dfd4ba887fbbd2b16e'}]",2022-09-02T03:53:48,116.200974,35.052531,116.1954233,35.05312358,公司企业,公司,公司
B0IUKSLBG7,济宁圣电电子有限公司,山东省,370000,济宁市,537,兖州区,370812,0537-2483339,公司企业;公司;机械电子,[],2022-09-02T03:53:42,116.710487,35.418159,116.7049674,35.41844779,公司企业,公司,机械电子
B0IUKC064V,熙程互联网电商基地,山东省,370000,济宁市,537,邹城市,370883,17862840132,公司企业;公司;公司,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/96eaad2d147baafb9463cb722ed9ee5c'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/3bef934abb9892812b140d174c575271'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/a246339b1889f9ee9cbc84db3ac44a54'}]",2022-09-02T03:53:41,116.948417,35.323415,116.9429185,35.32389142,公司企业,公司,公司
B0IUK73SHW,山东惠万农农贸有限公司,山东省,370000,济宁市,537,金乡县,370828,14763764999,公司企业;公司;公司,[],2022-09-02T03:53:38,116.402677,34.981421,116.3969993,34.9819465,公司企业,公司,公司
B0FFFGT0XP,快捷广告(龙行路),山东省,370000,济宁市,537,任城区,370811,[],公司企业;公司;广告装饰,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/26f7f6069bb2cfafeab47c59d15aaf30'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/5684e375a310f9ed880979fb'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/c2d16c65f3a0ae2337e71023bc7dc201'}]",2022-09-02T03:19:17,116.584591,35.397115,116.5793007,35.39757647,公司企业,公司,广告装饰
B0IDRM5FL8,鑫鑫科技,山东省,370000,济宁市,537,梁山县,370832,[],公司企业;公司;公司,[],2022-09-02T02:50:16,116.079347,35.785331,116.0735085,35.78521372,公司企业,公司,公司
B0ID2SG1I6,济宁梓森服饰有限公司,山东省,370000,济宁市,537,汶上县,370830,18366790788,公司企业;公司;公司,[],2022-09-02T02:40:18,116.491643,35.703769,116.4860839,35.70382905,公司企业,公司,公司
B02190AYR1,济宁新光真空科技有限公司,山东省,370000,济宁市,537,任城区,370811,[],公司企业;工厂;工厂,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/5684e9eaa310f9ed880a220d'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/5684e9eaa310f9ed880a220f'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/2bd96cdc284f1e48334c2e649fbd644c'}]",2022-09-02T02:37:10,116.599932,35.392172,116.5946432,35.39264124,公司企业,工厂,工厂
B0FFFZCV7O,山东兖丰种业有限公司,山东省,370000,济宁市,537,兖州区,370812,[],公司企业;公司;公司,[],2022-09-02T02:36:55,116.777087,35.503832,116.7715112,35.50403996,公司企业,公司,公司
B0G3VZF7WM,火星夹饼(科苑店),山东省,370000,济宁市,537,任城区,370811,15562282677,餐饮服务;餐饮相关场所;餐饮相关|公司企业;公司企业;公司企业,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/1951b89666da32f6ed39f46ad61a3aef'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/ec6d4261a53358edf53e8471efdbb42c'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/c0cdca0f9fa9d39a9604a8c5996d81c5'}]",2022-09-02T01:26:57,116.617743,35.422682,116.6124364,35.4231175,公司企业,公司企业,公司企业
B0FFK8ER35,嘉祥县北汽新能源,山东省,370000,济宁市,537,嘉祥县,370829,15853782333,公司企业;公司企业;公司企业,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/cf7ae72f10d515a41c2bd387a58d70f3'}]",2022-09-02T00:58:55,116.335935,35.421918,116.3302973,35.42207363,公司企业,公司企业,公司企业
B0IDRUKD05,恒兴装饰,山东省,370000,济宁市,537,梁山县,370832,[],公司企业;公司;广告装饰,[],2022-09-02T00:41:14,116.080616,35.785464,116.0747768,35.78534563,公司企业,公司,广告装饰
B0IDRUKCT6,乾城装饰设计工作室,山东省,370000,济宁市,537,梁山县,370832,[],公司企业;公司;广告装饰,[],2022-09-02T00:10:17,116.080572,35.785562,116.0747328,35.78544363,公司企业,公司,广告装饰
B0FFK2V2CB,梁山正旭机械配件制造有限公司,山东省,370000,济宁市,537,梁山县,370832,[],公司企业;公司企业;公司企业,[],2022-09-01T22:26:30,116.155646,35.735714,116.1499081,35.73566736,公司企业,公司企业,公司企业
B0HGBUQIER,有容旅游公司,山东省,370000,济宁市,537,曲阜市,370881,13067970718,公司企业;公司;公司,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/30d33adec2b5c1549034971fc3940876'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/d3e83085c7c3ca594df8210f6d86948e'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/66e48ce94cae5b9b2d5cf424bb1e98cb'}]",2022-09-01T22:01:04,117.066143,35.560127,117.0601837,35.56011603,公司企业,公司,公司
B0IDRUM5T2,梁山铭润建筑,山东省,370000,济宁市,537,梁山县,370832,[],公司企业;公司;建筑公司,[],2022-09-01T21:57:39,116.080306,35.785477,116.074467,35.78535887,公司企业,公司,建筑公司
B0ID1Z7ET7,中国广电山东网络有限公司梁山县分公司,山东省,370000,济宁市,537,梁山县,370832,[],公司企业;公司;公司,[],2022-09-01T19:27:32,116.105508,35.761112,116.0996751,35.76099682,公司企业,公司,公司
B0I1AZA2L0,济宁巴纳克医疗科技有限公司,山东省,370000,济宁市,537,任城区,370811,[],公司企业;公司;医药公司,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/e9c273a8c61f62e933ed6c6ebb6178a7'}]",2022-09-01T18:47:52,116.570928,35.429896,116.5656223,35.4303185,公司企业,公司,医药公司
B0IDMUXKMS,山东森美包装科技有限公司,山东省,370000,济宁市,537,任城区,370811,[],公司企业;公司;公司,[],2022-09-01T18:11:37,116.496569,35.311758,116.4910681,35.31210578,公司企业,公司,公司
B02190A8ZP,济宁金网电子商务有限公司,山东省,370000,济宁市,537,泗水县,370831,[],公司企业;公司;公司,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/567a5d27a3102e78f396ee0a'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/a5f3ae8853f36dc44b7a47f81a4b9a9a'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/d0343a5007593e0f95f311c4c1b327a4'}]",2022-09-01T18:00:55,117.279798,35.652998,117.2738988,35.65307628,公司企业,公司,公司
B02190XS6O,县箱板纸厂,山东省,370000,济宁市,537,微山县,370826,[],公司企业;公司;冶金化工,[],2022-09-01T17:33:36,117.110794,34.808497,117.1048674,34.80920213,公司企业,公司,冶金化工
B0FFGKTGOQ,曲阜乐康医疗科技集团股份有限公司,山东省,370000,济宁市,537,曲阜市,370881,[],公司企业;公司;公司,[],2022-09-01T17:26:01,116.98855,35.556927,116.9828774,35.55711632,公司企业,公司,公司
B0FFGNCP0J,曲阜市雨辰医疗器械有限公司,山东省,370000,济宁市,537,曲阜市,370881,[],公司企业;公司;公司,[],2022-09-01T17:25:47,116.98855,35.556927,116.9828774,35.55711632,公司企业,公司,公司
B0FFHSC7NX,曹县缘衣来表演服装厂,山东省,370000,济宁市,537,嘉祥县,370829,[],公司企业;公司企业;公司企业,[],2022-09-01T17:21:59,116.305725,35.50233,116.300142,35.50248114,公司企业,公司企业,公司企业
B0FFI7VFM1,金山西库,山东省,370000,济宁市,537,金乡县,370828,13854781000,公司企业;公司企业;公司企业,[],2022-09-01T17:20:43,116.259662,35.074942,116.2541751,35.07554893,公司企业,公司企业,公司企业
B0FFMBJ0K6,济宁经济开发区光轩石业有限公司,山东省,370000,济宁市,537,嘉祥县,370829,[],公司企业;公司;公司,[],2022-09-01T17:06:43,116.36731,35.374447,116.3616181,35.37459005,公司企业,公司,公司
B0G1OBE0FP,泗水强力机床附件厂,山东省,370000,济宁市,537,泗水县,370831,[],公司企业;公司企业;公司企业,[],2022-09-01T17:03:28,117.51803,35.61502,117.5121644,35.61518406,公司企业,公司企业,公司企业
B0GR6NX5EF,申科集团,山东省,370000,济宁市,537,金乡县,370828,[],公司企业;公司企业;公司企业,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/41e2efec7d42957a6a25abef3ec5db70'}]",2022-09-01T16:54:36,116.376246,35.193471,116.3705611,35.19377801,公司企业,公司企业,公司企业
B0GR7BEHHN,济宁精锐电机有限公司,山东省,370000,济宁市,537,任城区,370811,[],公司企业;公司;公司,[],2022-09-01T16:54:34,116.56031,35.34343,116.5549966,35.34391124,公司企业,公司,公司
B0GRFBCH8V,济宁市西郊蓄电池厂有限公司,山东省,370000,济宁市,537,邹城市,370883,[],公司企业;公司;公司,[],2022-09-01T16:54:23,116.79792,35.34,116.7923838,35.34036681,公司企业,公司,公司
B0IDMUXKSZ,山东宏润泰钢结构工程有限公司,山东省,370000,济宁市,537,汶上县,370830,[],公司企业;公司;公司,[],2022-09-01T16:36:15,116.564386,35.725255,116.5590411,35.72548933,公司企业,公司,公司
B02190B98R,兖州沃尔沃肥业公司,山东省,370000,济宁市,537,兖州区,370812,[],公司企业;公司;公司,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/a0bc9044679a284fe08a2406f7a1245a'}]",2022-09-01T16:35:26,116.835021,35.597851,116.8295208,35.59809129,公司企业,公司,公司
B0FFMH8APY,山东益健药业有限公司仓库,山东省,370000,济宁市,537,兖州区,370812,[],公司企业;公司;公司,[],2022-09-01T13:46:59,116.730696,35.474097,116.7251363,35.47432072,公司企业,公司,公司
B0FFH0H3DA,山东润农种业科技有限公司,山东省,370000,济宁市,537,鱼台县,370827,0537-6211932,公司企业;公司;公司,[],2022-09-01T13:33:26,116.628853,34.98275,116.6235734,34.9836205,公司企业,公司,公司
B0FFKG3I7Z,德辉商贸有限公司,山东省,370000,济宁市,537,邹城市,370883,[],公司企业;公司;商业贸易,[],2022-09-01T11:48:42,116.976687,35.417282,116.9710781,35.41760707,公司企业,公司,商业贸易
B0FFIYTV6W,润邦石业,山东省,370000,济宁市,537,汶上县,370830,15505186868,公司企业;公司企业;公司企业,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/7c5cc800628a8956a015019f05ab9765'}]",2022-09-01T09:39:18,116.620401,35.768688,116.6150559,35.76891841,公司企业,公司企业,公司企业
B0FFGXEJ4N,中国联合网络通信有限公司,山东省,370000,济宁市,537,任城区,370811,[],公司企业;公司;电信公司,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/0249e391b90f9abbf9d6c1045d3e0df6'}]",2022-09-01T07:29:13,116.630135,35.420986,116.6248094,35.4214099,公司企业,公司,电信公司
B0FFH1BMZL,广告装饰,山东省,370000,济宁市,537,任城区,370811,[],公司企业;公司;广告装饰,[],2022-09-01T07:00:37,116.532988,35.369406,116.527605,35.36980588,公司企业,公司,广告装饰
B0G0ACVZVA,艺源装饰,山东省,370000,济宁市,537,嘉祥县,370829,13176792628,公司企业;公司;广告装饰,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/b88b70f53d797b7f3e89267d11edb7fa'}]",2022-09-01T04:30:28,116.335658,35.422919,116.3300208,35.42307435,公司企业,公司,广告装饰
B0IU6UTUR4,济宁市任城区鲁强人造板厂,山东省,370000,济宁市,537,任城区,370811,[],公司企业;工厂;工厂,[],2022-09-01T02:51:16,116.51981,35.340526,116.5143878,35.34091589,公司企业,工厂,工厂
B0IUDSGKSU,文轩广告,山东省,370000,济宁市,537,邹城市,370883,[],公司企业;公司;广告装饰,[],2022-09-01T02:49:40,116.981472,35.394213,116.9758461,35.39454355,公司企业,公司,广告装饰
B0IU6SEXQI,凯登制浆设备,山东省,370000,济宁市,537,兖州区,370812,[],公司企业;公司;公司,[],2022-09-01T02:49:31,116.736376,35.471749,116.7308098,35.47197087,公司企业,公司,公司
B0IU6ZDEL5,济宁众淼制衣有限公司,山东省,370000,济宁市,537,汶上县,370830,[],公司企业;公司;公司,[],2022-09-01T02:49:29,116.369619,35.577088,116.3639024,35.57707837,公司企业,公司,公司
B0IU6M6JB5,LONKING龙工,山东省,370000,济宁市,537,嘉祥县,370829,[],公司企业;公司;公司,[],2022-09-01T02:49:25,116.325613,35.386805,116.3200012,35.38700954,公司企业,公司,公司
B0IU6CX8GL,济宁市公共卫生重症医学中心中建八局项目部,山东省,370000,济宁市,537,任城区,370811,[],公司企业;公司;公司,[],2022-09-01T02:49:24,116.690134,35.415819,116.6846619,35.41614228,公司企业,公司,公司
B0IU67YLPD,山东山工集团,山东省,370000,济宁市,537,任城区,370811,[],公司企业;公司;公司,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/e2fecf10abf7fe58167d15d46acfd152'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/373a0fc0e667e3033d766a92c015a709'}]",2022-09-01T02:49:23,116.675426,35.31842,116.6700024,35.31885605,公司企业,公司,公司
B0IU6ZA21T,济宁嘉诚竹木制品有限公司,山东省,370000,济宁市,537,嘉祥县,370829,15554444314,公司企业;公司;公司,[],2022-09-01T02:49:18,116.412396,35.414995,116.4066764,35.41508116,公司企业,公司,公司
B0IUDCI3KO,巨信广告装饰工程公司,山东省,370000,济宁市,537,任城区,370811,[],公司企业;公司;广告装饰,[],2022-09-01T02:49:16,116.565384,35.422449,116.5600713,35.42287024,公司企业,公司,广告装饰
B0IU67VURE,山东大成安全技术有限公司,山东省,370000,济宁市,537,任城区,370811,0537-2398767;15953450001,公司企业;公司;公司,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/f68865e877103c6ea8229970a74a3e31'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/259eb7212b87751a295f676c23a3cb65'}]",2022-09-01T02:49:10,116.611946,35.401578,116.6066481,35.40203502,公司企业,公司,公司
B0IU6SFHF3,山东运翔汽车制造有限公司,山东省,370000,济宁市,537,梁山县,370832,[],公司企业;公司;公司,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/70a1396506be8f8f4c71bdfa7d4a4202'}]",2022-09-01T02:49:03,116.105401,35.692074,116.0995754,35.69198804,公司企业,公司,公司
B0IR7L8Q7K,中华联合,山东省,370000,济宁市,537,邹城市,370883,[],公司企业;公司;公司,[],2022-09-01T02:49:03,116.974179,35.440224,116.9685776,35.44053769,公司企业,公司,公司
B0IU65NPRQ,济宁顺济工程机械租赁有限公司,山东省,370000,济宁市,537,任城区,370811,[],公司企业;公司;公司,[],2022-09-01T02:49:01,116.524716,35.388773,116.5193051,35.38913417,公司企业,公司,公司
B0FFFS0691,新视觉广告,山东省,370000,济宁市,537,嘉祥县,370829,13188810812,公司企业;公司;广告装饰,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/ff9731465452f126736e8700b3c9df27'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/3927814c1374dc3c96434fafc84759ab'}]",2022-09-01T01:30:51,116.352158,35.395811,116.3464899,35.39595885,公司企业,公司,广告装饰
B0FFKBYG87,山东东环环卫设备有限公司,山东省,370000,济宁市,537,嘉祥县,370829,[],公司企业;公司企业;公司企业,[],2022-08-31T23:39:32,116.13889,35.610546,116.1331251,35.61053277,公司企业,公司企业,公司企业
B0FFI2LXEZ,梁山铭扬装饰品有限公司,山东省,370000,济宁市,537,梁山县,370832,[],公司企业;公司企业;公司企业,[],2022-08-31T23:19:24,115.952054,35.819635,115.9465318,35.81981557,公司企业,公司企业,公司企业
B0FFK3TRYX,山东鹏远新材料有限公司,山东省,370000,济宁市,537,曲阜市,370881,0537-4532789,公司企业;公司企业;公司企业,[],2022-08-31T23:14:33,116.939332,35.589406,116.9338315,35.58969609,公司企业,公司企业,公司企业
B0FFFZCUQJ,巨丰农机,山东省,370000,济宁市,537,曲阜市,370881,0537-4486711;0537-4532888,公司企业;公司;机械电子,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/c7517ed873678a93dbbbe0256462aa5e'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/1bf3594c295df28c0ef74899456a8d7c'}]",2022-08-31T23:10:10,116.991233,35.627234,116.9855416,35.62737401,公司企业,公司,机械电子
B021901F02,中共金马机械公司支部委员会,山东省,370000,济宁市,537,曲阜市,370881,[],公司企业;公司企业;公司企业,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/b6a0c81dc7344c9da438d1d5974a462f'}]",2022-08-31T22:57:34,117.012294,35.622546,117.0065132,35.62262491,公司企业,公司企业,公司企业
B0FFKW8YVU,亿家乐装饰,山东省,370000,济宁市,537,梁山县,370832,[],公司企业;公司;公司,[],2022-08-31T22:36:41,116.081448,35.777022,116.0756093,35.77690608,公司企业,公司,公司
B0FFHEEVAR,济宁众鑫装饰材料有限公司,山东省,370000,济宁市,537,任城区,370811,[],公司企业;公司;公司,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/d86756281d501dc40d5b5af58450256f'}]",2022-08-31T21:20:03,116.496635,35.317137,116.4911337,35.31747994,公司企业,公司,公司
B0G2XKIWXA,济宁锦程科技有限责任公司,山东省,370000,济宁市,537,汶上县,370830,15725940988,公司企业;公司;公司,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/34177e5cc013524d02229b7afd6ed53b'}]",2022-08-31T21:00:56,116.530305,35.626948,116.5248876,35.62715819,公司企业,公司,公司
B0FFKEFP0T,山东鲁抗医药装备有限公司,山东省,370000,济宁市,537,嘉祥县,370829,0537-2983178,公司企业;公司企业;公司企业,[],2022-08-31T18:59:56,116.431274,35.427315,116.4255739,35.42740753,公司企业,公司企业,公司企业
B0IDNLKIS0,山东百思泰服饰有限公司,山东省,370000,济宁市,537,汶上县,370830,[],公司企业;公司;公司,[],2022-08-31T15:54:08,116.598945,35.852607,116.59361,35.85281965,公司企业,公司,公司
B0ID0Z7RGN,欢乐颂装饰公司,山东省,370000,济宁市,537,任城区,370811,18366786698,公司企业;公司;广告装饰,[],2022-08-31T15:50:35,116.564657,35.408486,116.5593445,35.40891761,公司企业,公司,广告装饰
B0IRL1OW3G,金赢物业,山东省,370000,济宁市,537,任城区,370811,[],公司企业;公司;公司,[],2022-08-31T13:16:19,116.621027,35.446953,116.6157136,35.44736633,公司企业,公司,公司
B0FFHSPD6Z,济宁市鸿振商贸有限公司,山东省,370000,济宁市,537,任城区,370811,0537-2616050,公司企业;公司;公司,[],2022-08-31T12:31:46,116.671747,35.349957,116.66633,35.35037124,公司企业,公司,公司
